OPE ID,Institution Name,City,State ,Zip Code,Institution Type,Institution Fiscal Year,Composite Score for Institution Fiscal Year Ending 7/01/2014 and 6/30/2015,,,,
04250500,National Personal Training Institute,Winter Park,FL,32789-7101,Proprietary,12/31/2014,1.9,,,,
04251100,Express Training Services,Gainesville,FL,32607-2354,Proprietary,12/31/2014,2.0,,,,
04251700,Hope College of Arts and Sciences,Pompano Beach,FL,33069-3240,Proprietary,12/31/2014,1.8,,,,
04252400,World Class Academy of Beauty Careers,Tallahassee,FL,32310-6831,Proprietary,12/31/2014,1.0,,,,
04254600,Medical Prep Institute of Tampa Bay,Tampa,FL,33612-8408,Proprietary,12/31/2014,1.4,,,,
02218700,Florida Technical College,Orlando,FL,32826-2707,Proprietary,04/30/2015,3.0,,,,
03008600,Florida College of Natural Health,Pompano Beach,FL,33064-1342,Proprietary,12/31/2014,1.8,,,,
03374300,Florida Coastal School of Law,Jacksonville,FL,32256-8528,Proprietary,07/31/2014,1.8,,,,
00154200,Agnes Scott College,Decatur,GA,30030-3770,Non Profit,06/30/2015,2.6,,,,
00154500,Andrew College,Cuthbert,GA,39840-1395,Non Profit,06/30/2015,2.6,,,,
00154700,Point University,West Point,GA,31833-1200,Non Profit,06/30/2015,2.8,,,,
00155400,Berry College,Mount Berry,GA,30149-5007,Non Profit,06/30/2015,2.6,,,,
00155500,Thomas University,Thomasville,GA,31792-7499,Non Profit,05/31/2015,3.0,,,,
00155600,Brenau University,Gainesville,GA,30501-3668,Non Profit,06/30/2015,3.0,,,,
00155700,Brewton Parker College,Mount Vernon,GA,30445-0000,Non Profit,06/30/2015,3.0,,,,
00155900,Clark Atlanta University,Atlanta,GA,30314-4385,Non Profit,06/30/2015,3.0,,,,
00156000,Columbia Theological Seminary,Decatur,GA,30031-0520,Non Profit,06/30/2015,2.2,,,,
00156300,Emmanuel College,Franklin Springs,GA,30639-0000,Non Profit,06/30/2015,-0.9,,,,
00156400,Emory University,Atlanta,GA,30322-1960,Non Profit,08/31/2014,3.0,,,,
00156800,Interdenominational Theological Center,Atlanta,GA,30314-4143,Non Profit,06/30/2015,3.0,,,,
00157800,LaGrange College,LaGrange,GA,30240-2999,Non Profit,06/30/2015,2.2,,,,
00158000,Mercer University,Macon,GA,31207-0001,Non Profit,06/30/2015,2.9,,,,
00158200,Morehouse College,Atlanta,GA,30314-3773,Non Profit,06/30/2015,2.6,,,,
00158600,Oglethorpe University,Atlanta,GA,30319-2737,Non Profit,06/30/2015,3.0,,,,
00158700,Paine College,Augusta,GA,30901-3182,Non Profit,06/30/2015,1.7,,,,
00158800,Piedmont College,Demorest,GA,30535-5644,Non Profit,06/30/2015,2.2,,,,
00158900,Reinhardt University,Waleska,GA,30183-2900,Non Profit,06/30/2015,2.2,,,,
00159100,Shorter University,Rome,GA,30165-4298,Non Profit,05/31/2015,1.3,,,,
00159400,Spelman College,Atlanta,GA,30314-4399,Non Profit,06/30/2015,3.0,,,,
00159600,Toccoa Falls College,Toccoa Falls,GA,30598-0001,Non Profit,06/30/2015,2.8,,,,
00159700,Truett McConnell College,Cleveland,GA,30528-1264,Non Profit,06/30/2015,1.9,,,,
00160000,Wesleyan College,Macon,GA,31210-4462,Non Profit,06/30/2015,2.2,,,,
00160400,Young Harris College,Young Harris,GA,30582-4137,Non Profit,06/30/2015,2.5,,,,
00348400,Covenant College,Lookout Mountain,GA,30750-4164,Non Profit,06/30/2015,2.8,,,,
01205100,Pro Way Hair School,Stone Mountain,GA,30083-2884,Proprietary,06/30/2015,3.0,,,,
02074800,Life University,Marietta,GA,30060-2996,Non Profit,06/30/2015,2.2,,,,
02141500,Savannah College of Art and Design,Savannah,GA,31401-4592,Non Profit,06/30/2015,3.0,,,,
02217200,Portfolio Center,Atlanta,GA,30309-1268,Proprietary,12/31/2014,-0.8,,,,
02266200,Helms Career Institute,Macon,GA,31210-6311,Non Profit,12/31/2014,1.4,,,,
02284300,Interactive College of Technology,Chamblee,GA,30341-2818,Proprietary,12/31/2014,3.0,,,,
02482100,Morehouse School of Medicine,Atlanta,GA,30310-1495,Non Profit,06/30/2015,1.8,,,,
02520000,International School of Skin and Nailcare,Atlanta,GA,30342-1119,Proprietary,12/31/2014,0.1,,,,
02577000,Paul Mitchell The School - Esani,Roswell,GA,30076-1507,Proprietary,06/30/2015,2.7,,,,
02577700,Beauty College of America,Forest Park,GA,30297-1443,Proprietary,10/31/2014,0.3,,,,
02580200,Atlanta School of Massage,Atlanta,GA,30338-6704,Proprietary,03/31/2015,1.9,,,,
03005400,Georgia Career Institute,Conyers,GA,30094-5912,Proprietary,12/31/2014,2.2,,,,
03076300,Beulah Heights University,Atlanta,GA,30316-1873,Non Profit,06/30/2015,2.2,,,,
03089100,Georgia Institute of Cosmetology,Athens,GA,30606-3152,Proprietary,12/31/2014,3.0,,,,
03090600,Cobb Beauty College,Kennesaw,GA,30144-2828,Proprietary,06/30/2015,3.0,,,,
03100900,Luther Rice College & Seminary,Lithonia,GA,30038-2454,Non Profit,06/30/2015,3.0,,,,
03102000,"Rivertown School of Beauty, Barber, Skin Care and Nails",Columbus,GA,31904-4747,Proprietary,06/30/2015,2.9,,,,
03104500,Atlanta Institute of Music and Media,Duluth,GA,30096-4988,Proprietary,12/31/2014,0.5,,,,
03116100,Vogue Beauty and Barber School,Hiram,GA,30141-2226,Proprietary,12/31/2014,2.3,,,,
03173300,Atlanta's John Marshall Law School,Atlanta,GA,30309-2947,Proprietary,07/31/2014,2.9,,,,
03445500,Fayette Beauty Academy,Fayetteville,GA,30214-1191,Proprietary,12/31/2014,0.9,,,,
03635300,Carver Bible College,Atlanta,GA,30331-1300,Non Profit,06/30/2015,2.8,,,,
03812300,OmniTECH Institute,Atlanta,GA,30349-5555,Proprietary,12/31/2014,2.7,,,,
04021300,Augusta School of Massage,Evans,GA,30809-3185,Proprietary,12/31/2014,0.0,,,,
04147000,Paul Mitchell the School Atlanta,Atlanta,GA,30318-5241,Proprietary,12/31/2014,1.6,,,,
04149900,Profile Institute of Barber-Styling,Atlanta,GA,30315-8459,Proprietary,12/31/2014,1.9,,,,
04150900,Keune Academy by 124,Lawrenceville,GA,30043-7346,Proprietary,12/31/2014,2.9,,,,
04152300,Georgia Beauty Academy,Dalton,GA,30721-3952,Proprietary,12/31/2014,3.0,,,,
04156500,Georgia Christian University,Atlanta,GA,30360-3778,Non Profit,12/31/2014,2.0,,,,
04160200,Atlanta Beauty & Barber Academy,Doraville,GA,30340-1334,Proprietary,12/31/2014,3.0,,,,
04203800,Woodruff Medical Training and Testing,Decatur,GA,30033-6103,Proprietary,12/31/2014,2.7,,,,
04204500,Elaine Sterling Institute(The),Sandy Springs,GA,30342-2633,Proprietary,12/31/2014,2.0,,,,
04218000,United Medical and Business Institute,East Point,GA,30344-6977,Proprietary,06/30/2015,3.0,,,,
04221100,New Horizons Medical Institute,Norcross,GA,30071-2965,Proprietary,12/31/2014,1.9,,,,
04242300,Dalton Institute of Esthetics and Cosmetology,Dalton,GA,30720-8402,Proprietary,12/31/2014,2.0,,,,
04245200,Pacific Institute of Technology,Morrow,GA,30260-1756,Proprietary,12/31/2014,2.5,,,,
04247000,Powder Springs Beauty School,Lithia  Springs,GA,30122-2954,Proprietary,02/28/2015,1.9,,,,
04256600,MAK Beauty Institute,Cumming,GA,30040-2783,Proprietary,12/31/2014,2.5,,,,
02583000,Gwinnett College,Lilburn,GA,30047-3447,Proprietary,12/31/2014,3.0,,,,
03804400,Medtech Institute,Atlanta,GA,30339-6040,Proprietary,12/31/2014,-1.0,,,,
03438300,Pacific Islands University,Mangilao,GU,96913-2619,Non Profit,06/30/2015,2.2,,,,
00160500,Chaminade University of Honolulu,Honolulu,HI,96816-1578,Non Profit,06/30/2015,2.2,,,,
00160600,Brigham Young University - Hawaii,Laie,HI,96762-1294,Non Profit,12/31/2014,2.2,,,,
00727900,Hawaii Pacific University,Honolulu,HI,96813-2882,Non Profit,06/30/2015,2.2,,,,
02139500,Hawaii Institute of Hair Design,Honolulu,HI,96817-5195,Proprietary,12/31/2014,2.6,,,,
03017800,Travel Institute of the Pacific,Honolulu,HI,96814-1946,Proprietary,12/31/2014,1.9,,,,
03072500,World Medicine Institute,Honolulu,HI,96821-1759,Non Profit,06/30/2015,3.0,,,,
03735300,Institute of Clinical Acupuncture and Oriental Medicine,Honolulu,HI,96817-4724,Proprietary,12/31/2014,3.0,,,,
04165200,Mauna Loa Helicopters,Kailua Kona,HI,96740-2650,Proprietary,12/31/2014,3.0,,,,
04175100,Paul Mitchell The School Honolulu,Honolulu,HI,96816-2433,Proprietary,12/31/2014,3.0,,,,
04182200,Hawaii Medical College,Honolulu,HI,96814-3518,Proprietary,12/31/2014,2.0,,,,
00184600,Briar Cliff University,Sioux City,IA,51104-2324,Non Profit,05/31/2015,3.0,,,,
00184700,Buena Vista University,Storm Lake,IA,50588-9987,Non Profit,06/30/2015,2.2,,,,
00185000,Central College,Pella,IA,50219-1999,Non Profit,06/30/2015,2.6,,,,
00185200,Clarke University,Dubuque,IA,52001-3198,Non Profit,05/31/2015,2.4,,,,
00185400,Coe College,Cedar Rapids,IA,52402-5092,Non Profit,06/30/2015,2.2,,,,
00185500,Des Moines University - Osteopathic Medical Center,Des Moines,IA,50312-4198,Non Profit,06/30/2015,3.0,,,,
00185600,Cornell College,Mount Vernon,IA,52314-1098,Non Profit,06/30/2015,3.0,,,,
00185800,Divine Word College,Epworth,IA,52045-0380,Non Profit,06/30/2015,2.5,,,,
00185900,Dordt College,Sioux Center,IA,51250-1697,Non Profit,06/30/2015,3.0,,,,
00186000,Drake University,Des Moines,IA,50311-4505,Non Profit,06/30/2015,3.0,,,,
00186700,Grand View University,Des Moines,IA,50316-1599,Non Profit,06/30/2015,2.9,,,,
00186800,Grinnell College,Grinnell,IA,50112-1690,Non Profit,06/30/2015,2.3,,,,
00187100,Iowa Wesleyan College,Mount Pleasant,IA,52641-1398,Non Profit,05/31/2015,0.6,,,,
00187300,Loras College,Dubuque,IA,52004-0178,Non Profit,05/31/2015,1.8,,,,
00187400,Luther College,Decorah,IA,52101-1045,Non Profit,05/31/2015,2.5,,,,
00187900,Morningside College,Sioux City,IA,51106-1751,Non Profit,05/31/2015,3.0,,,,
00188000,Mount Mercy University,Cedar Rapids,IA,52402-4797,Non Profit,06/30/2015,2.5,,,,
00188300,Northwestern College,Orange City,IA,51041-1996,Non Profit,06/30/2015,3.0,,,,
00188700,Simpson College,Indianola,IA,50125-1297,Non Profit,05/31/2015,2.4,,,,
00188900,St Ambrose University - Main Campus,Davenport,IA,52803-2898,Non Profit,06/30/2015,3.0,,,,
00189100,University of Dubuque,Dubuque,IA,52001-5099,Non Profit,05/31/2015,3.0,,,,
00189300,Upper Iowa University,Fayette,IA,52142-9206,Non Profit,06/30/2015,2.8,,,,
00189600,Wartburg College,Waverly,IA,50677-2200,Non Profit,05/31/2015,2.4,,,,
00189700,Wartburg Theological Seminary,Dubuque,IA,52004-5004,Non Profit,06/30/2015,3.0,,,,
00190000,William Penn University,Oskaloosa,IA,52577-1799,Non Profit,06/30/2015,2.1,,,,
00396300,American Institute of Business,Des Moines,IA,50321-1799,Non Profit,08/31/2014,2.2,,,,
00423300,St Lukes Methodist Hospital School of Radiologic Technology,Cedar Rapids,IA,52402-5098,Non Profit,12/31/2014,3.0,,,,
00627300,Mercy College of Health Sciences,Des Moines,IA,50309-1239,Non Profit,06/30/2015,2.5,,,,
00712100,Faith Baptist Bible College & Theological Seminary,Ankeny,IA,50023-2152,Non Profit,06/30/2015,3.0,,,,
00758800,Capri College,Dubuque,IA,52004-0873,Proprietary,06/30/2015,2.9,,,,
00761100,EQ School of Hair Design,Council Bluffs,IA,51503-0813,Proprietary,12/31/2014,2.7,,,,
00765900,La' James College of Hairstyling,Mason City,IA,50401-3308,Proprietary,08/31/2014,1.9,,,,
00794100,College of Hair Design,Waterloo,IA,50703-1834,Proprietary,12/31/2014,1.6,,,,
00826000,Iowa School of Beauty,Des Moines,IA,50322-3203,Proprietary,05/31/2015,2.7,,,,
00842400,La' James International College,Fort Dodge,IA,50501-5577,Proprietary,06/30/2015,1.8,,,,
01111300,Maharishi University of Management,Fairfield,IA,52557-0001,Non Profit,06/30/2015,3.0,,,,
01230000,Palmer College of Chiropractic,Davenport,IA,52803-5287,Non Profit,06/30/2015,3.0,,,,
02160900,PCI Academy,Ames,IA,50010-6062,Proprietary,12/31/2014,1.7,,,,
02262500,Faust Institute of Cosmetology,Storm Lake,IA,50588-2349,Proprietary,12/31/2014,2.3,,,,
02289000,American Hair Academy,Mt. Pleasant,IA,52641-1856,Proprietary,12/31/2014,3.0,,,,
02328900,Emmaus Bible College,Dubuque,IA,52001-3096,Non Profit,06/30/2015,1.9,,,,
03607400,Total Look School of Cosmetology and Massage Therapy,Cresco,IA,52136-1053,Proprietary,12/31/2014,0.4,,,,
03720300,Carlson College of Massage Therapy,Anamosa,IA,52205-7519,Proprietary,12/31/2014,2.5,,,,
04177800,Salon Professional Academy (The),Iowa City,IA,52240-6083,Proprietary,12/31/2014,1.6,,,,
04203300,Aveda Institute Des Moines,Des Moines,IA,50266-8137,Proprietary,12/31/2014,2.2,,,,
00458600,Kaplan University,Davenport,IA,52807-2095,Proprietary,12/31/2014,2.8,,,,
00161700,College of Idaho (The),Caldwell,ID,83605-4432,Non Profit,06/30/2015,2.2,,,,
00162400,Northwest Nazarene University,Nampa,ID,83686-5897,Non Profit,06/30/2015,3.0,,,,
00162500,Brigham Young University - Idaho,Rexburg,ID,83460-1650,Non Profit,12/31/2014,3.0,,,,
00987300,Aveda Institute Twin Falls,Twin Falls,ID,83301-4154,Proprietary,12/31/2014,2.9,,,,
02234500,Boise Bible College,Boise,ID,83714-1220,Non Profit,06/30/2015,1.4,,,,
02275800,Mr. Leon's School of Hair Design,Moscow,ID,83843-3040,Proprietary,12/31/2014,1.9,,,,
02314000,School of Hairstyling (The),Chubbuck,ID,83202-3110,Proprietary,12/31/2014,2.6,,,,
02319800,Beauty Institute Schwarzkopf Professional (The),Coeur D'Alene,ID,83814-2822,Proprietary,12/31/2014,1.6,,,,
02349200,Headmasters School of Hair Design,Lewiston,ID,83501-1834,Proprietary,12/31/2014,1.6,,,,
02559500,Nicholas Jay Salon & Spa Academy,Nampa,ID,83686-5104,Proprietary,12/31/2014,2.5,,,,
02607100,Paul Mitchell The School Boise,Boise,ID,83709-1662,Proprietary,12/31/2014,1.5,,,,
03832400,Cosmetology School of Arts and Sciences,Burley,ID,83318-1327,Proprietary,12/31/2014,1.8,,,,
04134300,Evans Hairstyling College,Rexburg,ID,83440-5277,Proprietary,12/31/2014,2.0,,,,
04144500,Paul Mitchell The School Rexburg,Rexburg,ID,83440-2600,Proprietary,12/31/2014,1.8,,,,
04150600,D & L Academy of Hair Design,Twin Falls,ID,83301-6229,Proprietary,12/31/2014,2.7,,,,
04155200,Oliver Finley Academy of Cosmetology,Garden City,ID,83714-2900,Proprietary,12/31/2014,1.7,,,,
04163800,Master Educators Beauty School,Twin Falls,ID,83301-4118,Proprietary,12/31/2014,3.0,,,,
04168600,College of Massage Therapy,Blackfoot,ID,83221-1758,Proprietary,12/31/2014,2.3,,,,
04176700,Aveda Institute Boise,Boise,ID,83704-4406,Proprietary,12/31/2014,2.9,,,,
04203200,Boise Barber College,Boise,ID,83704-5919,Proprietary,12/31/2014,3.0,,,,
04203500,Austin Kade Academy,Idaho Falls,ID,83404-5540,Proprietary,12/31/2014,2.6,,,,
04207200,Academy di Firenze,Jerome,ID,83338-2329,Proprietary,12/31/2014,1.8,,,,
00162800,American Academy of Art,Chicago,IL,60604-4302,Proprietary,12/31/2014,3.0,,,,
00163300,Augustana College,Rock Island,IL,61201-2296,Non Profit,06/30/2015,2.7,,,,
00163400,Aurora University,Aurora,IL,60506-4892,Non Profit,06/30/2015,3.0,,,,
00163900,Blackburn University,Carlinville,IL,62626-1498,Non Profit,06/30/2015,2.7,,,,
00164100,Bradley University,Peoria,IL,61625-0002,Non Profit,05/31/2015,2.2,,,,
00165700,Midwestern University,Downers Grove,IL,60515-1200,Non Profit,06/30/2015,3.0,,,,
00165900,Rosalind Franklin University of Medicine and Science,North Chicago,IL,60064-3095,Non Profit,06/30/2015,2.5,,,,
00166100,Chicago Theological Seminary,Chicago,IL,60637-2902,Non Profit,06/30/2015,2.2,,,,
00166300,Spertus College of Judaica,Chicago,IL,60605-1995,Non Profit,06/30/2015,0.7,,,,
00166400,University of St. Francis,Joliet,IL,60435-6188,Non Profit,05/31/2015,2.8,,,,
00166500,Columbia College Chicago,Chicago,IL,60605-1996,Non Profit,08/31/2014,3.0,,,,
00166600,Concordia University,River Forest,IL,60305-1499,Non Profit,06/30/2015,2.0,,,,
00167100,DePaul University,Chicago,IL,60604-2287,Non Profit,06/30/2015,3.0,,,,
00167600,Elmhurst College,Elmhurst,IL,60126-3296,Non Profit,06/30/2015,2.2,,,,
00167800,Eureka College,Eureka,IL,61530-9976,Non Profit,06/30/2015,2.8,,,,
00168200,Garrett-Evangelical Theological Seminary,Evanston,IL,60201-2926,Non Profit,06/30/2015,2.8,,,,
00168400,Greenville College,Greenville,IL,62246-1199,Non Profit,06/30/2015,2.5,,,,
00168500,Hebrew Theological College,Skokie,IL,60077-3263,Non Profit,06/30/2015,2.5,,,,
00168800,Illinois College,Jacksonville,IL,62650-2299,Non Profit,05/31/2015,2.2,,,,
00168900,Illinois College of Optometry,Chicago,IL,60616-3878,Non Profit,06/30/2015,2.9,,,,
00169100,Illinois Institute of Technology,Chicago,IL,60616-3717,Non Profit,05/31/2015,2.7,,,,
00169600,Illinois Wesleyan University,Bloomington,IL,61702-2900,Non Profit,07/31/2014,2.9,,,,
00169800,John Marshall Law School (The),Chicago,IL,60604-3968,Non Profit,08/31/2014,2.7,,,,
00170000,Judson University,Elgin,IL,60123-1498,Non Profit,05/31/2015,1.8,,,,
00170400,Knox College,Galesburg,IL,61401-4999,Non Profit,06/30/2015,3.0,,,,
00170600,Lake Forest College,Lake Forest,IL,60045-2399,Non Profit,05/31/2015,3.0,,,,
00170700,Lewis University,Romeoville,IL,60446-2200,Non Profit,06/30/2015,2.9,,,,
00170800,Lincoln Christian University,Lincoln,IL,62656-2167,Non Profit,05/31/2015,2.6,,,,
00170900,Lincoln College,Lincoln,IL,62656-1699,Non Profit,06/30/2015,2.2,,,,
00171000,Loyola University Chicago,Chicago,IL,60611-2196,Non Profit,06/30/2015,3.0,,,,
00171200,Lutheran School of Theology at Chicago,Chicago,IL,60615-5199,Non Profit,06/30/2015,1.9,,,,
00171600,MacCormac College,Chicago,IL,60602-4405,Non Profit,06/30/2015,2.2,,,,
00171700,MacMurray College,Jacksonville,IL,62650-2590,Non Profit,05/31/2015,1.4,,,,
00172100,McCormick Theological Seminary,Chicago,IL,60615-5108,Non Profit,06/30/2015,3.0,,,,
00172200,McKendree University,Lebanon,IL,62254-1299,Non Profit,06/30/2015,2.5,,,,
00172300,Meadville Theological School of Lombard College,Chicago,IL,60605-1602,Non Profit,06/30/2015,2.3,,,,
00172400,Millikin University,Decatur,IL,62522-2084,Non Profit,06/30/2015,2.8,,,,
00172500,Monmouth College,Monmouth,IL,61462-1963,Non Profit,06/30/2015,2.2,,,,
00172700,Moody Bible Institute,Chicago,IL,60610-3214,Non Profit,06/30/2015,2.7,,,,
00173200,National University of Health Sciences (The),Lombard,IL,60148-4583,Non Profit,08/31/2014,3.0,,,,
00173300,National Louis University,Chicago,IL,60603-3032,Non Profit,06/30/2015,2.6,,,,
00173400,North Central College,Naperville,IL,60540-4690,Non Profit,06/30/2015,2.5,,,,
00173500,North Park University,Chicago,IL,60625-4895,Non Profit,06/30/2015,3.0,,,,
00173600,Northern Baptist Theological Seminary,Lombard,IL,60148-5604,Non Profit,06/30/2015,2.2,,,,
00173900,Northwestern University,Evanston,IL,60208-0001,Non Profit,08/31/2014,3.0,,,,
00174100,Olivet Nazarene University,Bourbonnais,IL,60914-2271,Non Profit,06/30/2015,2.7,,,,
00174500,Quincy University,Quincy,IL,62301-2699,Non Profit,05/31/2015,1.8,,,,
00174600,Robert Morris University Illinois,Chicago,IL,60605-1225,Non Profit,06/30/2015,2.2,,,,
00174800,Rockford University,Rockford,IL,61108-2393,Non Profit,06/30/2015,2.1,,,,
00174900,Roosevelt University,Chicago,IL,60605-1394,Non Profit,08/31/2014,2.3,,,,
00175000,Dominican University,River Forest,IL,60305-1066,Non Profit,06/30/2015,2.8,,,,
00175300,School of the Art Institute of Chicago,Chicago,IL,60603-3013,Non Profit,06/30/2015,2.5,,,,
00176500,University of St Mary of the Lake/Mundelein Seminary,Mundelein,IL,60060-1174,Non Profit,06/30/2015,-0.8,,,,
00176700,Benedictine University,Lisle,IL,60532-0900,Non Profit,05/31/2015,3.0,,,,
00176800,Saint Xavier University,Chicago,IL,60655-3199,Non Profit,06/30/2015,1.7,,,,
00177100,Trinity Christian College,Palos Heights,IL,60463-0929,Non Profit,06/30/2015,2.2,,,,
00177200,Trinity International University,Deerfield,IL,60015-1283,Non Profit,04/30/2015,2.5,,,,
00177400,University of Chicago (The),Chicago,IL,60637-1476,Non Profit,06/30/2015,2.3,,,,
00177800,VanderCook College of Music,Chicago,IL,60616-3731,Non Profit,07/31/2014,3.0,,,,
00178100,Wheaton College,Wheaton,IL,60187-5535,Non Profit,06/30/2015,2.5,,,,
00178300,Worsham College of Mortuary Science,Wheeling,IL,60090-2646,Proprietary,12/31/2014,2.8,,,,
00456000,Gem City College,Quincy,IL,62301-4949,Proprietary,12/31/2014,2.4,,,,
00456800,Midstate College,Peoria,IL,61614-3558,Proprietary,08/31/2014,2.5,,,,
00621400,Blessing Hospital,Quincy,IL,62301-0000,Non Profit,09/30/2014,2.8,,,,
